Publication,Date,Returns,Price,Open,High,Low,Vol.,Change %,econTsentiment,econBsentiment,econSusentiment,econEntsentiment,econVerbtsentiment,econAdjtsentiment,econAdverbtsentiment,econStoptsentiment,econBigtsentiment,econUnigtsentiment,econTrigtsentiment,SimAverageSent
The Economist,10/19/2021,0.0086,"1,429.85","1,423.81","1,434.67","1,423.81",1.91,0.86%,1,1,1,4,3,3,4,1,1,2,1,1.909090909
The Economist,10/18/2021,0.0058,"1,417.70","1,411.38","1,419.22","1,407.87",2.05,0.58%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,10/15/2021,-0.0016,"1,409.56","1,417.45","1,421.69","1,397.15",2.61,-0.16%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,10/14/2021,-0.0013,"1,411.75","1,412.17","1,422.44","1,407.88",1.78,-0.13%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,10/13/2021,-0.0023,"1,413.54","1,421.31","1,432.13","1,408.21",2.56,-0.23%,5,2,2,1,1,1,1,5,1,1,1,1.954545455
The Economist,10/12/2021,0.0004,"1,416.82","1,409.42","1,423.02","1,408.01",2.14,0.04%,5,1,1,1,1,1,2,5,1,2,2,1.954545455
The Economist,10/11/2021,0.0131,"1,416.30","1,401.59","1,419.70","1,401.59",1.7,1.31%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,10/8/2021,0.0008,"1,398.00","1,398.04","1,404.60","1,393.56",1.93,0.08%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,10/7/2021,0.0184,"1,396.92","1,385.05","1,397.93","1,385.05",2.05,1.84%,1,2,2,1,1,2,2,5,2,2,3,2.045454545
The Economist,10/6/2021,-0.0143,"1,371.69","1,390.72","1,392.40","1,371.54",2.27,-1.43%,1,1,1,4,3,3,4,1,1,2,1,2.045454545
The Economist,10/5/2021,-0.002,"1,391.65","1,396.11","1,396.44","1,388.54",1.67,-0.20%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,10/4/2021,-0.0051,"1,394.37","1,402.73","1,407.84","1,394.37",1.58,-0.51%,2,2,2,1,1,1,3,5,2,2,2,2.045454545
The Economist,10/1/2021,-0.0035,"1,401.46","1,398.93","1,407.79","1,394.55",1.53,-0.35%,5,5,5,5,1,4,4,4,1,1,1,2.681818182
The Economist,9/30/2021,0.0104,"1,406.39","1,393.64","1,409.19","1,386.09",2.07,1.04%,1,1,1,1,1,2,2,5,1,2,1,2.454545455
The Economist,9/29/2021,0.0059,"1,391.92","1,392.13","1,396.67","1,389.85",1.72,0.59%,1,1,1,4,3,3,4,1,1,2,1,1.818181818
The Economist,9/28/2021,-0.0057,"1,383.77","1,391.44","1,393.38","1,379.13",1.87,-0.57%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,9/27/2021,0.0051,"1,391.74","1,393.19","1,397.71","1,380.81",1.68,0.51%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,9/24/2021,-0.012,"1,384.68","1,397.36","1,397.36","1,376.01",2.03,-1.20%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,9/23/2021,-0.0043,"1,401.46","1,409.28","1,417.45","1,394.35",2.68,-0.43%,1,1,1,1,1,5,2,5,1,2,2,2
The Economist,9/22/2021,0.0158,"1,407.46","1,393.25","1,407.46","1,385.48",1.5,1.58%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,9/21/2021,-0.0045,"1,385.61","1,400.84","1,403.76","1,383.35",1.7,-0.45%,1,1,1,5,1,5,5,5,2,2,1,2.318181818
The Economist,9/20/2021,-0.0194,"1,391.91","1,407.67","1,407.67","1,386.33",1.74,-1.94%,1,1,1,4,3,3,4,1,1,2,1,2.318181818
The Economist,9/17/2021,0.001,"1,419.43","1,424.04","1,427.07","1,412.23",1.54,0.10%,5,2,2,3,1,1,5,5,1,1,1,2.227272727
The Economist,9/16/2021,-0.0042,"1,418.03","1,423.95","1,434.74","1,412.78",1.54,-0.42%,5,4,4,1,1,2,5,5,1,1,1,2.590909091
The Economist,9/15/2021,-0.0073,"1,423.97","1,433.86","1,440.90","1,420.38",1.61,-0.73%,1,1,1,4,3,3,4,1,1,2,1,2.363636364
The Economist,9/14/2021,-0.0027,"1,434.43","1,440.67","1,443.50","1,428.96",1.74,-0.27%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,9/13/2021,-0.0003,"1,438.28","1,439.75","1,447.96","1,433.75",1.6,-0.03%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,9/10/2021,-0.0096,"1,438.72","1,455.46","1,457.10","1,437.62",1.51,-0.96%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,9/9/2021,0.0131,"1,452.67","1,430.98","1,452.67","1,427.77",1.69,1.31%,5,2,2,4,1,2,5,5,1,2,1,2.363636364
The Economist,9/8/2021,-0.0144,"1,433.85","1,454.83","1,457.27","1,432.54",1.95,-1.44%,5,1,1,5,1,1,5,5,2,2,2,2.727272727
The Economist,9/7/2021,-0.0135,"1,454.74","1,474.21","1,476.33","1,454.74",1.85,-1.35%,5,2,2,3,1,1,5,5,2,2,2,2.727272727
The Economist,9/6/2021,0.0041,"1,474.72","1,469.75","1,478.73","1,469.75",1.7,0.41%,1,1,1,4,3,3,4,1,1,2,1,2.363636364
The Economist,9/3/2021,-0.0071,"1,468.67","1,480.35","1,482.11","1,464.80",1.77,-0.71%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,9/2/2021,0.0034,"1,479.12","1,474.85","1,484.95","1,472.05",1.53,0.34%,1,1,1,5,1,1,5,5,3,3,1,2.227272727
The Economist,9/1/2021,0.0014,"1,474.13","1,475.62","1,478.96","1,468.42",1.66,0.14%,1,3,3,1,4,1,3,5,2,2,2,2.454545455
The Economist,8/31/2021,0.0095,"1,472.07","1,467.18","1,474.47","1,463.01",1.89,0.95%,1,1,1,4,3,3,4,1,1,2,1,2.227272727
The Economist,8/27/2021,0.0067,"1,458.23","1,450.87","1,458.23","1,444.11",1.59,0.67%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,8/26/2021,-0.0033,"1,448.52","1,456.00","1,463.79","1,445.17",1.71,-0.33%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,8/25/2021,-0.0086,"1,453.30","1,465.28","1,471.43","1,451.92",1.86,-0.86%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,8/24/2021,0.0045,"1,465.89","1,465.18","1,472.46","1,463.91",1.66,0.45%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,8/23/2021,0.0102,"1,459.33","1,454.91","1,463.07","1,453.68",1.72,1.02%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,8/20/2021,0.0033,"1,444.63","1,439.62","1,449.27","1,432.40",1.63,0.33%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,8/19/2021,-0.0067,"1,439.86","1,441.38","1,445.74","1,433.85",1.74,-0.67%,1,2,2,1,1,5,5,5,2,2,2,2.272727273
The Economist,8/18/2021,-0.0083,"1,449.59","1,465.81","1,467.16","1,448.48",2.13,-0.83%,1,1,1,4,3,3,4,1,1,2,1,2.272727273
The Economist,8/17/2021,0.0044,"1,461.69","1,454.14","1,461.69","1,449.58",1.88,0.44%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,8/16/2021,0.0053,"1,455.25","1,451.33","1,461.96","1,451.33",2.05,0.53%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,8/13/2021,0.0022,"1,447.64","1,444.82","1,449.25","1,440.09",1.39,0.22%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,8/12/2021,0.0238,"1,444.46","1,419.69","1,447.63","1,419.69",2.03,2.38%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,8/11/2021,-0.0185,"1,410.87","1,438.92","1,439.48","1,409.81",2.14,-1.85%,2,4,4,1,1,1,3,5,1,2,2,2.181818182
The Economist,8/10/2021,0.0034,"1,437.46","1,429.51","1,441.81","1,426.47",1.93,0.34%,2,2,2,3,1,1,2,5,3,2,2,2.318181818
The Economist,8/9/2021,-0.0015,"1,432.61","1,436.85","1,443.29","1,431.75",1.85,-0.15%,1,1,1,4,3,3,4,1,1,2,1,2.136363636
The Economist,8/6/2021,0.0021,"1,434.76","1,433.60","1,440.53","1,425.06",1.87,0.21%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,8/5/2021,0.0127,"1,431.78","1,409.05","1,431.78","1,407.56",2.07,1.27%,1,1,1,5,1,1,2,5,1,1,1,1.909090909
The Economist,8/4/2021,0.0035,"1,413.80","1,411.90","1,422.34","1,411.90",1.99,0.35%,1,1,1,4,3,3,4,1,1,2,1,1.909090909
The Economist,8/3/2021,0.0065,"1,408.81","1,402.26","1,409.36","1,394.27",2.33,0.65%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,8/2/2021,0.0048,"1,399.65","1,397.98","1,405.63","1,394.66",2.22,0.48%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,7/30/2021,0.0009,"1,392.91","1,383.25","1,392.91","1,380.02",1.84,0.09%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,7/29/2021,0.0227,"1,391.64","1,370.52","1,393.37","1,370.52",1.63,2.27%,3,1,1,1,1,1,5,5,1,1,1,1.954545455
The Economist,7/28/2021,0.0009,"1,360.75","1,358.79","1,367.63","1,355.23",1.41,0.09%,1,1,1,4,3,3,4,1,1,2,1,1.954545455
The Economist,7/27/2021,0.0077,"1,359.55","1,348.08","1,360.50","1,341.93",1.49,0.77%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,7/26/2021,-0.0018,"1,349.11","1,355.54","1,362.57","1,345.52",1.48,-0.18%,5,1,1,1,1,5,3,5,4,1,4,2.409090909
The Economist,7/19/2021,-0.0086,"1,351.59","1,357.93","1,357.93","1,348.39",498.07,-0.86%,5,2,2,1,1,1,2,5,2,2,1,2.5
The Economist,7/16/2021,-0.0029,"1,363.28","1,370.32","1,373.63","1,356.95",999.35,-0.29%,1,1,1,4,3,3,4,1,1,2,1,2.090909091
The Economist,7/14/2021,0.0152,"1,367.25","1,349.22","1,368.98","1,349.22",1.15,1.52%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,7/13/2021,-0.0075,"1,346.84","1,358.27","1,360.14","1,341.52",1.38,-0.75%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,7/12/2021,-0.0155,"1,356.96","1,378.63","1,382.45","1,355.23",1.64,-1.55%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,7/9/2021,0.0039,"1,378.28","1,374.44","1,381.74","1,371.53",1.46,0.39%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,7/8/2021,-0.0127,"1,372.98","1,387.74","1,390.89","1,372.54",1.55,-1.27%,2,4,4,1,1,5,5,5,1,1,1,2.363636364
The Economist,7/7/2021,0.0058,"1,390.58","1,384.57","1,392.84","1,383.97",1.55,0.58%,4,1,1,1,1,1,4,5,1,1,1,2.318181818
The Economist,7/6/2021,-0.0072,"1,382.58","1,394.72","1,399.90","1,382.58",1.79,-0.72%,1,1,1,4,3,3,4,1,1,2,1,1.954545455
The Economist,7/5/2021,0.0116,"1,392.64","1,375.97","1,392.64","1,375.72",1.34,1.16%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,7/2/2021,0.0028,"1,376.67","1,376.88","1,379.79","1,367.68",1.31,0.28%,5,1,1,4,1,5,4,5,1,1,1,2.318181818
The Economist,7/1/2021,0.0121,"1,372.78","1,358.20","1,372.78","1,358.20",1.35,1.21%,4,5,5,5,1,5,5,5,2,1,3,3.181818182
The Economist,6/30/2021,-0.0112,"1,356.34","1,374.94","1,376.71","1,352.23",1.85,-1.12%,1,1,1,4,3,3,4,1,1,2,1,2.863636364
The Economist,6/29/2021,-0.0012,"1,371.67","1,371.96","1,374.74","1,351.64",1.95,-0.12%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,6/28/2021,-0.0134,"1,373.25","1,395.16","1,397.55","1,368.24",2.04,-1.34%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,6/25/2021,-0.0134,"1,391.86","1,413.99","1,414.88","1,391.69",1.5,-1.34%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,6/24/2021,0.006,"1,410.79","1,405.26","1,416.14","1,405.17",1.77,0.60%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,6/23/2021,-0.0053,"1,402.35","1,415.44","1,419.77","1,401.32",2.1,-0.53%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,6/22/2021,0.0081,"1,409.85","1,402.88","1,411.44","1,394.25",1.75,0.81%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,6/21/2021,0.0054,"1,398.52","1,388.20","1,398.52","1,378.34",1.86,0.54%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,6/18/2021,-0.0163,"1,391.06","1,417.95","1,422.29","1,388.71",2.1,-1.63%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,6/17/2021,-0.012,"1,414.15","1,423.00","1,429.23","1,413.58",2.11,-1.20%,1,1,1,1,1,2,1,5,3,3,3,2
The Economist,6/16/2021,-0.0078,"1,431.31","1,441.36","1,444.79","1,431.31",1.74,-0.78%,5,2,2,1,1,1,5,5,1,1,1,2.136363636
The Economist,6/15/2021,-0.008,"1,442.56","1,451.06","1,456.56","1,431.70",2.81,-0.80%,1,1,1,4,3,3,4,1,1,2,1,2.136363636
The Economist,6/14/2021,-0.0045,"1,454.25","1,466.57","1,468.95","1,450.67",1.85,-0.45%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,6/11/2021,0.0029,"1,460.86","1,461.22","1,464.49","1,455.39",2.23,0.29%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,6/10/2021,0.0052,"1,456.68","1,453.24","1,461.97","1,449.64",2.4,0.52%,2,2,2,1,1,2,2,5,2,3,3,2.136363636
The Economist,6/9/2021,0.0011,"1,449.17","1,449.85","1,453.36","1,445.69",2.04,0.11%,1,1,1,4,3,3,4,1,1,2,1,2.136363636
The Economist,6/8/2021,0.0004,"1,447.59","1,447.49","1,453.90","1,443.39",1.95,0.04%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,6/7/2021,0.0099,"1,447.08","1,433.96","1,450.55","1,432.64",1.97,0.99%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,6/4/2021,0.0034,"1,432.93","1,428.91","1,435.24","1,427.40",1.87,0.34%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,6/3/2021,-0.0018,"1,428.13","1,434.72","1,441.15","1,411.52",2.64,-0.18%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,6/2/2021,-0.0009,"1,430.73","1,420.40","1,434.79","1,418.77",2.23,-0.09%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,6/1/2021,0.0081,"1,432.04","1,424.47","1,433.55","1,423.00",2.08,0.81%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,5/31/2021,-0.0011,"1,420.49","1,423.09","1,427.44","1,414.32",2.04,-0.11%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,5/28/2021,0.005,"1,422.06","1,413.12","1,422.80","1,401.25",2.1,0.50%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,5/27/2021,-0.0084,"1,415.03","1,426.55","1,428.87","1,411.46",2.54,-0.84%,2,2,2,1,1,5,5,5,1,1,1,2.181818182
The Economist,5/26/2021,0.0192,"1,427.06","1,413.12","1,427.06","1,392.87",2.65,1.92%,1,1,1,4,3,3,4,1,1,2,1,2.181818182
The Economist,5/25/2021,-0.0358,"1,400.22","1,457.48","1,459.26","1,400.22",3.34,-3.58%,5,1,1,5,1,5,1,5,1,1,1,2.227272727
The Economist,5/24/2021,0.0002,"1,452.18","1,453.69","1,457.77","1,441.70",2.02,0.02%,5,2,2,1,1,5,5,5,2,2,2,2.681818182
The Economist,5/21/2021,0.0014,"1,451.84","1,456.44","1,462.28","1,449.28",1.97,0.14%,1,1,1,4,3,3,4,1,1,2,1,2.454545455
The Economist,5/20/2021,-0.0067,"1,449.82","1,451.87","1,454.81","1,439.36",2.33,-0.67%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,5/18/2021,0.0037,"1,459.57","1,461.15","1,465.56","1,459.57",2.16,0.37%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,5/17/2021,0.009,"1,454.25","1,446.96","1,455.48","1,445.61",1.99,0.90%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,5/12/2021,-0.0025,"1,441.33","1,441.41","1,444.98","1,437.66",922.31,-0.25%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,5/11/2021,-0.011,"1,444.87","1,447.96","1,455.89","1,438.38",2.48,-1.10%,2,2,2,3,1,1,5,5,2,2,2,2.227272727
The Economist,5/10/2021,0.0136,"1,460.90","1,448.99","1,462.47","1,447.91",2.49,1.36%,1,1,1,4,3,3,4,1,1,2,1,2.227272727
The Economist,5/7/2021,0.0095,"1,441.33","1,432.25","1,444.79","1,423.39",4,0.95%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,5/6/2021,0.0054,"1,427.73","1,422.56","1,434.72","1,422.56",2.29,0.54%,1,2,2,1,1,1,5,5,3,2,4,2.227272727
The Economist,5/5/2021,0.0026,"1,420.00","1,419.58","1,425.04","1,409.33",1.79,0.26%,1,1,1,4,3,3,4,1,1,2,1,2.227272727
The Economist,5/4/2021,-0.0034,"1,416.25","1,423.21","1,428.07","1,411.00",2.28,-0.34%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,5/3/2021,0.0167,"1,421.15","1,400.15","1,421.15","1,400.15",1.95,1.67%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,4/30/2021,-0.0026,"1,397.82","1,399.05","1,405.91","1,396.49",1.84,-0.26%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,4/29/2021,0.0113,"1,401.52","1,390.92","1,406.51","1,390.92",1.55,1.13%,1,2,2,1,1,1,5,5,1,1,1,1.954545455
The Economist,4/28/2021,-0.0044,"1,385.91","1,391.47","1,394.64","1,379.93",1.69,-0.44%,1,1,1,4,3,3,4,1,1,2,1,1.954545455
The Economist,4/27/2021,0.0131,"1,392.00","1,381.73","1,397.61","1,381.73",1.87,1.31%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,4/26/2021,0.0214,"1,374.00","1,343.85","1,374.00","1,343.58",1.95,2.14%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,4/22/2021,0.011,"1,345.15","1,320.16","1,345.50","1,309.23",2.09,1.10%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,4/21/2021,-0.0255,"1,330.48","1,363.87","1,365.50","1,308.52",2.31,-2.55%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,4/20/2021,-0.0087,"1,365.27","1,376.37","1,385.88","1,357.26",2.56,-0.87%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,4/19/2021,-0.022,"1,377.23","1,409.85","1,416.03","1,377.23",2.49,-2.20%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,4/16/2021,0.0003,"1,408.14","1,405.50","1,412.56","1,400.49",2.32,0.03%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,4/15/2021,-0.001,"1,407.76","1,409.76","1,418.52","1,398.28",4.19,-0.10%,1,4,4,5,1,2,1,5,2,1,3,2.318181818
The Economist,4/14/2021,0.0224,"1,409.19","1,380.71","1,409.19","1,380.71",2.63,2.24%,1,1,1,4,3,3,4,1,1,2,1,2.318181818
The Economist,4/13/2021,0.0018,"1,378.37","1,380.11","1,386.36","1,352.74",2.86,0.18%,1,1,1,1,1,1,5,5,1,1,2,1.909090909
The Economist,4/12/2021,-0.0124,"1,375.91","1,393.47","1,398.12","1,374.67",2.3,-1.24%,1,1,1,1,1,1,2,5,3,1,4,1.863636364
The Economist,4/9/2021,-0.0165,"1,393.24","1,413.18","1,414.95","1,373.65",2.87,-1.65%,1,1,1,4,3,3,4,1,1,2,1,1.954545455
The Economist,4/8/2021,-0.0009,"1,416.55","1,422.22","1,430.34","1,415.06",2.1,-0.09%,1,1,1,1,1,1,5,5,3,3,2,2.090909091
The Economist,4/7/2021,-0.0019,"1,417.89","1,420.94","1,422.48","1,402.36",2.78,-0.19%,1,1,1,4,3,3,4,1,1,2,1,2.090909091
The Economist,4/6/2021,-0.0149,"1,420.59","1,442.88","1,445.13","1,419.66",2.65,-1.49%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,4/5/2021,0.0083,"1,442.06","1,428.99","1,443.02","1,428.88",2.56,0.83%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,4/2/2021,0.0025,"1,430.19","1,434.91","1,438.88","1,423.51",2.19,0.25%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,4/1/2021,0.025,"1,426.56","1,399.34","1,426.56","1,399.34",3.17,2.50%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,3/31/2021,-0.0029,"1,391.73","1,397.47","1,403.75","1,389.86",2.34,-0.29%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,3/30/2021,0.0023,"1,395.79","1,392.84","1,400.77","1,371.43",3.35,0.23%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,3/29/2021,0.0075,"1,392.57","1,385.74","1,398.89","1,382.47",2.67,0.75%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,3/26/2021,-0.0088,"1,382.15","1,409.20","1,412.35","1,359.15",2.95,-0.88%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,3/25/2021,-0.0138,"1,394.36","1,416.99","1,432.62","1,394.19",3.51,-1.38%,1,4,4,1,1,1,2,5,2,2,2,2.136363636
The Economist,3/24/2021,0.0264,"1,413.86","1,377.37","1,421.93","1,371.72",4.12,2.64%,1,1,1,4,3,3,4,1,1,2,1,2.136363636
The Economist,3/23/2021,-0.0013,"1,377.43","1,335.76","1,402.99","1,256.32",5.74,-0.13%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,3/22/2021,-0.0979,"1,379.25","1,491.99","1,491.99","1,378.56",1.96,-9.79%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,3/19/2021,-0.0141,"1,528.99","1,548.53","1,553.93","1,511.29",3.19,-1.41%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,3/18/2021,-0.0072,"1,550.93","1,567.79","1,574.56","1,548.24",3.57,-0.72%,2,1,1,1,1,2,5,5,4,3,4,2.318181818
The Economist,3/17/2021,-0.0053,"1,562.11","1,574.78","1,589.47","1,562.11",2.85,-0.53%,4,2,2,5,1,5,5,5,1,2,1,2.818181818
The Economist,3/16/2021,0.0096,"1,570.42","1,561.41","1,572.91","1,557.54",2.17,0.96%,1,1,1,4,3,3,4,1,1,2,1,2.5
The Economist,3/15/2021,-0.0012,"1,555.47","1,558.78","1,566.39","1,553.49",2.09,-0.12%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,3/12/2021,0.0006,"1,557.39","1,558.33","1,561.65","1,549.31",2.62,0.06%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,3/11/2021,-0.0054,"1,556.49","1,574.58","1,580.03","1,551.88",3.1,-0.54%,5,1,1,5,1,5,5,5,1,1,1,2.409090909
The Economist,3/10/2021,0.0102,"1,564.94","1,551.30","1,565.97","1,551.30",3,1.02%,1,1,1,4,3,3,4,1,1,2,1,2.409090909
The Economist,3/9/2021,0.0123,"1,549.15","1,542.04","1,553.23","1,534.99",3.05,1.23%,5,1,1,3,1,1,5,5,2,2,2,2.272727273
The Economist,3/8/2021,-0.0076,"1,530.27","1,549.62","1,553.81","1,526.58",3.56,-0.76%,5,1,1,1,1,2,3,5,2,2,1,2.363636364
The Economist,3/5/2021,0.0026,"1,541.98","1,534.40","1,546.08","1,528.47",3.4,0.26%,1,1,1,4,3,3,4,1,1,2,1,2.090909091
The Economist,3/4/2021,0.0046,"1,538.04","1,527.07","1,542.65","1,523.20",3.3,0.46%,5,1,1,5,1,5,1,5,2,2,2,2.363636364
The Economist,3/3/2021,0.0015,"1,531.05","1,538.80","1,553.96","1,526.54",4.18,0.15%,1,1,1,4,3,3,4,1,1,2,1,2.363636364
The Economist,3/2/2021,0.0009,"1,528.82","1,526.36","1,537.46","1,518.51",4.7,0.09%,3,2,2,5,1,1,5,5,4,2,4,2.545454545
The Economist,3/1/2021,0.0381,"1,527.45","1,491.88","1,527.45","1,491.13",3.24,3.81%,5,2,2,5,1,2,5,5,1,2,1,2.954545455
The Economist,2/26/2021,-0.0113,"1,471.39","1,457.18","1,480.04","1,443.17",3.71,-1.13%,1,1,1,4,3,3,4,1,1,2,1,2.409090909
The Economist,2/25/2021,0.0035,"1,488.21","1,510.32","1,514.81","1,460.36",4.43,0.35%,2,1,1,1,1,2,2,5,3,2,2,2
The Economist,2/24/2021,-0.023,"1,483.02","1,506.53","1,523.19","1,483.02",4.25,-2.30%,5,2,2,5,1,5,1,5,1,1,1,2.318181818
The Economist,2/23/2021,-0.0211,"1,517.86","1,558.03","1,560.29","1,515.25",5.1,-2.11%,4,1,1,5,1,1,1,5,1,1,1,2.318181818
The Economist,2/22/2021,-0.0062,"1,550.61","1,563.08","1,569.84","1,547.49",4.05,-0.62%,1,3,3,4,1,2,5,5,2,1,2,2.318181818
The Economist,2/19/2021,0.009,"1,560.34","1,551.54","1,567.42","1,550.14",4.24,0.90%,1,1,1,4,3,3,4,1,1,2,1,2.318181818
The Economist,2/18/2021,0.0038,"1,546.41","1,548.04","1,562.83","1,544.22",4.68,0.38%,4,2,2,4,3,4,3,5,2,2,2,2.5
The Economist,2/17/2021,-0.0014,"1,540.59","1,550.49","1,553.41","1,529.93",5.05,-0.14%,1,1,1,4,3,3,4,1,1,2,1,2.5
The Economist,2/16/2021,-0.0126,"1,542.82","1,569.12","1,575.70","1,522.08",5.63,-1.26%,1,4,4,5,1,5,5,5,2,2,2,2.636363636
The Economist,2/15/2021,0.0156,"1,562.49","1,551.12","1,565.83","1,547.38",2.96,1.56%,1,1,1,4,3,3,4,1,1,2,1,2.636363636
The Economist,2/12/2021,-0.0046,"1,538.44","1,542.50","1,548.69","1,526.72",3.02,-0.46%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,2/11/2021,-0.001,"1,545.59","1,548.69","1,558.08","1,543.67",3.34,-0.10%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,2/10/2021,0.002,"1,547.11","1,553.41","1,556.70","1,536.44",3.95,0.20%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,2/9/2021,0.006,"1,544.05","1,538.53","1,551.83","1,535.59",5.43,0.60%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,2/8/2021,0.0051,"1,534.91","1,540.22","1,542.44","1,519.00",6.52,0.51%,2,2,2,1,1,2,2,5,2,1,1,1.954545455
The Economist,2/5/2021,-0.005,"1,527.17","1,544.79","1,549.51","1,527.17",3.82,-0.50%,1,1,1,4,3,3,4,1,1,2,1,1.954545455
The Economist,2/4/2021,0.0009,"1,534.90","1,537.65","1,544.63","1,530.82",4.22,0.09%,1,3,3,1,1,1,5,5,1,1,1,2.045454545
The Economist,2/3/2021,0.0146,"1,533.55","1,520.70","1,533.55","1,509.18",5.13,1.46%,1,1,1,4,3,3,4,1,1,2,1,2.045454545
The Economist,2/2/2021,0.0127,"1,511.43","1,505.09","1,517.53","1,500.04",4.77,1.27%,1,1,1,3,1,5,2,5,1,2,1,2.045454545
The Economist,2/1/2021,0.0129,"1,492.45","1,484.86","1,500.88","1,471.54",3.82,1.29%,5,2,2,1,1,1,2,5,1,1,1,2.045454545
The Economist,1/29/2021,-0.0166,"1,473.45","1,485.21","1,495.54","1,469.55",4.51,-1.66%,4,1,1,1,1,1,2,5,1,1,1,1.863636364
